train loss,epoch,step
1.0459388494491577,49,49
0.9493424892425537,99,99
0.7867265343666077,149,149
0.574907660484314,199,199
0.4311816096305847,249,249
0.343352735042572,299,299
0.2751043438911438,349,349
0.2206706404685974,399,399
0.1798831820487976,449,449
0.15053921937942505,499,499
0.1295280158519745,549,549
0.11426400393247604,599,599
0.10291068255901337,649,649
0.0942147821187973,699,699
0.08748022466897964,749,749
0.0821417048573494,799,799
0.07782506197690964,849,849
0.07427476346492767,899,899
0.07131500542163849,949,949
0.0688171237707138,999,999
0.0666852816939354,1049,1049
0.06484455615282059,1099,1099
0.06323926895856857,1149,1149
0.06182476505637169,1199,1199
0.060567062348127365,1249,1249
0.05943816155195236,1299,1299
0.058416977524757385,1349,1349
0.0574861504137516,1399,1399
0.05663169547915459,1449,1449
0.05584247410297394,1499,1499
0.05510972812771797,1549,1549
0.05442613363265991,1599,1599
0.05378597974777222,1649,1649
0.053184203803539276,1699,1699
0.052616480737924576,1749,1749
0.05208027362823486,1799,1799
0.051572974771261215,1849,1849
0.05109221488237381,1899,1899
0.05063674598932266,1949,1949
0.05020447075366974,1999,1999
0.04979472979903221,2049,2049
0.0494072288274765,2099,2099
0.04903959855437279,2149,2149
0.048690564930438995,2199,2199
0.04836154356598854,2249,2249
0.04805245250463486,2299,2299
0.047760315239429474,2349,2349
0.04748449847102165,2399,2399
0.047226499766111374,2449,2449
0.04698577895760536,2499,2499
0.046761829406023026,2549,2549
0.04655251279473305,2599,2599
0.046359699219465256,2649,2649
0.04618053138256073,2699,2699
0.04601757228374481,2749,2749
0.045867130160331726,2799,2799
0.0457305945456028,2849,2849
0.045603133738040924,2899,2899
0.045489728450775146,2949,2949
0.04538879171013832,2999,2999
0.045291971415281296,3049,3049
0.04520734027028084,3099,3099
0.0451304130256176,3149,3149
0.04506012424826622,3199,3199
0.045001763850450516,3249,3249
0.04494299739599228,3299,3299
0.044887740164995193,3349,3349
0.0448438860476017,3399,3399
0.04481206461787224,3449,3449
0.04477274790406227,3499,3499
0.044728536158800125,3549,3549
0.044688690453767776,3599,3599
0.044664401561021805,3649,3649
0.04462568089365959,3699,3699
0.044580016285181046,3749,3749
0.04458962753415108,3799,3799
0.04453990235924721,3849,3849
0.044507645070552826,3899,3899
0.04446881264448166,3949,3949
0.04444897919893265,3999,3999
0.04441716894507408,4049,4049
0.04436305910348892,4099,4099
0.044342197477817535,4149,4149
0.04427932947874069,4199,4199
0.04423585161566734,4249,4249
0.044263407588005066,4299,4299
0.04418531432747841,4349,4349
0.04410235956311226,4399,4399
0.0441032275557518,4449,4449
0.04402420297265053,4499,4499
0.04394841194152832,4549,4549
0.04386841505765915,4599,4599
0.04378166422247887,4649,4649
0.043710216879844666,4699,4699
0.04363158717751503,4749,4749
0.04356612637639046,4799,4799
0.04345373064279556,4849,4849
0.04333909973502159,4899,4899
0.043290622532367706,4949,4949
0.04322228208184242,4999,4999
0.04302190989255905,5049,5049
0.04288194701075554,5099,5099
0.04276283085346222,5149,5149
0.04257919639348984,5199,5199
0.04252997413277626,5249,5249
0.04229194298386574,5299,5299
0.042223844677209854,5349,5349
0.04199006035923958,5399,5399
0.04182082414627075,5449,5449
0.041647493839263916,5499,5499
0.041466668248176575,5549,5549
0.041388485580682755,5599,5599
0.04110149294137955,5649,5649
0.04112045466899872,5699,5699
0.04085755720734596,5749,5749
0.040624286979436874,5799,5799
0.04036688059568405,5849,5849
0.0401480458676815,5899,5899
0.04016553983092308,5949,5949
0.03967292234301567,5999,5999
0.039492130279541016,6049,6049
0.039276741445064545,6099,6099
0.03908194601535797,6149,6149
0.038985710591077805,6199,6199
0.0388304777443409,6249,6249
0.03840310499072075,6299,6299
0.03829825669527054,6349,6349
0.0379645861685276,6399,6399
0.03799816220998764,6449,6449
0.037568215280771255,6499,6499
0.037273015826940536,6549,6549
0.037247300148010254,6599,6599
0.03682468831539154,6649,6649
0.03664509207010269,6699,6699
0.036361392587423325,6749,6749
0.036368563771247864,6799,6799
0.03603716939687729,6849,6849
0.0358235165476799,6899,6899
0.035589151084423065,6949,6949
0.03535456955432892,6999,6999
0.03513187915086746,7049,7049
0.03497488424181938,7099,7099
0.03510376438498497,7149,7149
0.03464615345001221,7199,7199
0.03447207063436508,7249,7249
0.034388523548841476,7299,7299
0.03407273069024086,7349,7349
0.0339273065328598,7399,7399
0.03395414724946022,7449,7449
0.03360956162214279,7499,7499
0.033910270780324936,7549,7549
0.03356841951608658,7599,7599
0.03322114422917366,7649,7649
0.0331282913684845,7699,7699
0.033074844628572464,7749,7749
0.03280911594629288,7799,7799
0.03260805457830429,7849,7849
0.03249143809080124,7899,7899
0.03238874301314354,7949,7949
0.03227802738547325,7999,7999
0.032116156071424484,8049,8049
0.032106783241033554,8099,8099
0.03191697224974632,8149,8149
0.031882572919130325,8199,8199
0.03177086263895035,8249,8249
0.03164275735616684,8299,8299
0.03153150528669357,8349,8349
0.03149348124861717,8399,8399
0.031439125537872314,8449,8449
0.03138940781354904,8499,8499
0.03117469884455204,8549,8549
0.031223628669977188,8599,8599
0.031349487602710724,8649,8649
0.031104952096939087,8699,8699
0.031014228239655495,8749,8749
0.030828503891825676,8799,8799
0.030776385217905045,8849,8849
0.03077520616352558,8899,8899
0.030627356842160225,8949,8949
0.030603643506765366,8999,8999
0.030625317245721817,9049,9049
0.030625585466623306,9099,9099
0.030501877889037132,9149,9149
0.030415941029787064,9199,9199
0.030474085360765457,9249,9249
0.03026787005364895,9299,9299
0.030371494591236115,9349,9349
0.03018207661807537,9399,9399
0.030248576775193214,9449,9449
0.030203070491552353,9499,9499
0.03002886287868023,9549,9549
0.03015022724866867,9599,9599
0.03010512702167034,9649,9649
0.03002643771469593,9699,9699
0.029910704120993614,9749,9749
0.02984101139008999,9799,9799
0.02992253564298153,9849,9849
0.02982952632009983,9899,9899
0.029816579073667526,9949,9949
0.02977493591606617,9999,9999
0.029731230810284615,10049,10049
0.0296385008841753,10099,10099
0.029626671224832535,10149,10149
0.029651518911123276,10199,10199
0.029699891805648804,10249,10249
0.029707252979278564,10299,10299
0.029616301879286766,10349,10349
0.029462790116667747,10399,10399
0.02949642576277256,10449,10449
0.029604874551296234,10499,10499
0.029511695727705956,10549,10549
0.029395602643489838,10599,10599
0.029521338641643524,10649,10649
0.029436251148581505,10699,10699
0.029349416494369507,10749,10749
0.029487837105989456,10799,10799
0.029258063063025475,10849,10849
0.02939492277801037,10899,10899
0.029284697026014328,10949,10949
0.029326938092708588,10999,10999
0.029260290786623955,11049,11049
0.029291514307260513,11099,11099
0.029214179143309593,11149,11149
0.029294393956661224,11199,11199
0.029105311259627342,11249,11249
0.029296405613422394,11299,11299
0.029097992926836014,11349,11349
0.029274918138980865,11399,11399
0.02914303168654442,11449,11449
0.029024017974734306,11499,11499
0.029256803914904594,11549,11549
0.029070496559143066,11599,11599
0.028978733345866203,11649,11649
0.029210729524493217,11699,11699
0.02903440222144127,11749,11749
0.028944561257958412,11799,11799
0.029135970398783684,11849,11849
0.02910875342786312,11899,11899
0.02895582839846611,11949,11949
0.02889085002243519,11999,11999
0.02906832844018936,12049,12049
0.029082268476486206,12099,12099
0.028944281861186028,12149,12149
0.028863314539194107,12199,12199
0.028828401118516922,12249,12249
0.028920190408825874,12299,12299
0.029079614207148552,12349,12349
0.028981605544686317,12399,12399
0.028862889856100082,12449,12449
0.028813103213906288,12499,12499
